kills,actions,timer,hits_taken,total_damage_taken,hit_miss_ratio,token,created_at
44.0,191,115,4.0,60.0,0.9035533,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:53:55 UTC
50.0,196,120,4.0,60.0,0.9058296,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:00 UTC
53.0,205,125,4.0,60.0,0.8765432,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:05 UTC
61.0,213,130,4.0,60.0,0.8876405,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:10 UTC
64.0,216,135,4.0,60.0,0.8829787,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:15 UTC
72.0,219,140,4.0,60.0,0.8848684,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:20 UTC
79.0,225,145,4.0,60.0,0.8939394,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:25 UTC
87.0,229,150,4.0,60.0,0.898017,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:30 UTC
94.0,236,155,6.0,90.0,0.9042553,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:35 UTC
102.0,241,160,6.0,90.0,0.9,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:40 UTC
108.0,245,165,6.0,90.0,0.9028436,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:45 UTC
116.0,255,170,6.0,90.0,0.9058296,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:50 UTC
121.0,261,175,10.0,150.0,0.9012876,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:54:55 UTC
127.0,264,180,10.0,150.0,0.885947,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2Nzg5ODIsImp0aSI6IjM0ZDY0NmE2LTBmNzAtNDMzNC1iNzE5LWE5MTQ3ZDBkMTc0ZCJ9.,2023-08-10 14:55:00 UTC
0.0,4,5,0.0,0.0,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:57:06 UTC
1.0,15,10,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:57:11 UTC
3.0,25,15,1.0,15.0,0.9230769,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:57:16 UTC
4.0,38,20,1.0,15.0,0.9411765,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:57:21 UTC
4.0,45,25,1.0,15.0,0.9411765,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:57:26 UTC
4.0,48,30,1.0,15.0,0.9411765,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:57:31 UTC
6.0,67,35,1.0,15.0,0.8666667,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:57:36 UTC
8.0,91,40,1.0,15.0,0.8648649,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:57:41 UTC
8.0,99,45,1.0,15.0,0.8205128,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:57:46 UTC
11.0,112,50,1.0,15.0,0.8181818,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:57:51 UTC
14.0,140,55,1.0,15.0,0.8358209,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:57:56 UTC
16.0,146,60,1.0,15.0,0.8533334,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:58:01 UTC
17.0,157,65,1.0,15.0,0.85,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:58:06 UTC
19.0,163,70,1.0,15.0,0.8636364,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:58:11 UTC
22.0,162,75,1.0,15.0,0.8543689,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:58:16 UTC
23.0,167,80,1.0,15.0,0.8518519,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:58:21 UTC
24.0,162,85,1.0,15.0,0.8571429,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:58:26 UTC
27.0,167,90,6.0,90.0,0.8444445,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:58:31 UTC
31.0,174,95,6.0,90.0,0.84,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:58:36 UTC
34.0,183,100,6.0,90.0,0.8554217,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:58:41 UTC
38.0,184,105,7.0,105.0,0.8681319,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE2NzkzMTAsImp0aSI6IjVkYmFkY2JkLTY5YjYtNGZkMC1iZTM3LWJiZDU0ZDc4NmRlOCJ9.,2023-08-10 14:58:46 UTC
0.0,5,5,0.0,0.0,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NDgzOTAsImp0aSI6ImYyYzJjMWIyLTdlMGQtNDVjYS1iYTY2LWRhYzhiN2QyZDQ1YiJ9.,2023-08-11 10:09:20 UTC
1.0,16,10,0.0,0.0,0.8,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NDgzOTAsImp0aSI6ImYyYzJjMWIyLTdlMGQtNDVjYS1iYTY2LWRhYzhiN2QyZDQ1YiJ9.,2023-08-11 10:09:25 UTC
3.0,23,15,0.0,0.0,0.9230769,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NDgzOTAsImp0aSI6ImYyYzJjMWIyLTdlMGQtNDVjYS1iYTY2LWRhYzhiN2QyZDQ1YiJ9.,2023-08-11 10:09:30 UTC
4.0,35,20,0.0,0.0,0.9411765,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NDgzOTAsImp0aSI6ImYyYzJjMWIyLTdlMGQtNDVjYS1iYTY2LWRhYzhiN2QyZDQ1YiJ9.,2023-08-11 10:09:35 UTC
5.0,49,25,0.0,0.0,0.952381,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NDgzOTAsImp0aSI6ImYyYzJjMWIyLTdlMGQtNDVjYS1iYTY2LWRhYzhiN2QyZDQ1YiJ9.,2023-08-11 10:09:40 UTC
6.0,54,30,0.0,0.0,0.9615384,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NDgzOTAsImp0aSI6ImYyYzJjMWIyLTdlMGQtNDVjYS1iYTY2LWRhYzhiN2QyZDQ1YiJ9.,2023-08-11 10:09:45 UTC
8.0,68,35,0.0,0.0,0.969697,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NDgzOTAsImp0aSI6ImYyYzJjMWIyLTdlMGQtNDVjYS1iYTY2LWRhYzhiN2QyZDQ1YiJ9.,2023-08-11 10:09:50 UTC
10.0,80,40,1.0,15.0,0.9756098,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NDgzOTAsImp0aSI6ImYyYzJjMWIyLTdlMGQtNDVjYS1iYTY2LWRhYzhiN2QyZDQ1YiJ9.,2023-08-11 10:09:55 UTC
11.0,85,45,2.0,30.0,0.9777778,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NDgzOTAsImp0aSI6ImYyYzJjMWIyLTdlMGQtNDVjYS1iYTY2LWRhYzhiN2QyZDQ1YiJ9.,2023-08-11 10:10:00 UTC
12.0,96,50,2.0,30.0,0.98,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NDgzOTAsImp0aSI6ImYyYzJjMWIyLTdlMGQtNDVjYS1iYTY2LWRhYzhiN2QyZDQ1YiJ9.,2023-08-11 10:10:05 UTC
12.0,112,55,3.0,45.0,0.98,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NDgzOTAsImp0aSI6ImYyYzJjMWIyLTdlMGQtNDVjYS1iYTY2LWRhYzhiN2QyZDQ1YiJ9.,2023-08-11 10:10:10 UTC
0.0,5,5,0.0,0.0,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTIwNjAsImp0aSI6ImU2NjJiM2NiLTEwMDYtNDY1ZS04MzdlLWY1MDllYjRjNjUzZSJ9.,2023-08-11 11:16:24 UTC
2.0,18,10,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTIwNjAsImp0aSI6ImU2NjJiM2NiLTEwMDYtNDY1ZS04MzdlLWY1MDllYjRjNjUzZSJ9.,2023-08-11 11:16:29 UTC
2.0,22,15,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTIwNjAsImp0aSI6ImU2NjJiM2NiLTEwMDYtNDY1ZS04MzdlLWY1MDllYjRjNjUzZSJ9.,2023-08-11 11:17:05 UTC
3.0,29,20,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTIwNjAsImp0aSI6ImU2NjJiM2NiLTEwMDYtNDY1ZS04MzdlLWY1MDllYjRjNjUzZSJ9.,2023-08-11 11:17:10 UTC
5.0,38,25,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTIwNjAsImp0aSI6ImU2NjJiM2NiLTEwMDYtNDY1ZS04MzdlLWY1MDllYjRjNjUzZSJ9.,2023-08-11 11:17:15 UTC
5.0,42,30,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTIwNjAsImp0aSI6ImU2NjJiM2NiLTEwMDYtNDY1ZS04MzdlLWY1MDllYjRjNjUzZSJ9.,2023-08-11 11:17:20 UTC
5.0,42,35,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTIwNjAsImp0aSI6ImU2NjJiM2NiLTEwMDYtNDY1ZS04MzdlLWY1MDllYjRjNjUzZSJ9.,2023-08-11 11:17:25 UTC
6.0,57,40,2.0,30.0,0.9393939,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTIwNjAsImp0aSI6ImU2NjJiM2NiLTEwMDYtNDY1ZS04MzdlLWY1MDllYjRjNjUzZSJ9.,2023-08-11 11:17:30 UTC
7.0,64,45,4.0,60.0,0.8888889,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTIwNjAsImp0aSI6ImU2NjJiM2NiLTEwMDYtNDY1ZS04MzdlLWY1MDllYjRjNjUzZSJ9.,2023-08-11 11:17:35 UTC
10.0,75,50,4.0,60.0,0.8888889,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTIwNjAsImp0aSI6ImU2NjJiM2NiLTEwMDYtNDY1ZS04MzdlLWY1MDllYjRjNjUzZSJ9.,2023-08-11 11:17:40 UTC
11.0,89,55,4.0,60.0,0.88,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTIwNjAsImp0aSI6ImU2NjJiM2NiLTEwMDYtNDY1ZS04MzdlLWY1MDllYjRjNjUzZSJ9.,2023-08-11 11:17:45 UTC
11.0,94,60,5.0,75.0,0.88,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTIwNjAsImp0aSI6ImU2NjJiM2NiLTEwMDYtNDY1ZS04MzdlLWY1MDllYjRjNjUzZSJ9.,2023-08-11 11:18:22 UTC
0.0,2,5,0.0,0.0,0.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:21:53 UTC
0.0,8,10,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:21:58 UTC
2.0,14,15,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:22:03 UTC
3.0,23,20,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:22:08 UTC
3.0,29,25,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:22:13 UTC
4.0,31,30,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:22:18 UTC
5.0,45,35,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:22:23 UTC
5.0,53,40,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:22:28 UTC
6.0,57,45,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:22:33 UTC
7.0,72,50,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:22:38 UTC
9.0,85,55,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:22:43 UTC
9.0,90,60,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:23:01 UTC
11.0,97,65,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:23:06 UTC
11.0,94,70,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:23:11 UTC
11.0,90,75,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:23:16 UTC
11.0,83,80,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:23:21 UTC
11.0,77,85,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:23:26 UTC
11.0,75,90,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:23:31 UTC
11.0,70,95,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:23:36 UTC
11.0,66,100,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:23:41 UTC
11.0,64,105,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:23:46 UTC
11.0,62,110,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:23:51 UTC
11.0,64,115,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:23:56 UTC
11.0,63,120,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:24:03 UTC
11.0,60,125,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:24:08 UTC
11.0,57,130,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:24:13 UTC
11.0,56,135,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:24:18 UTC
11.0,53,140,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:24:23 UTC
11.0,51,145,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:24:28 UTC
11.0,50,150,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:24:33 UTC
11.0,48,155,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:24:38 UTC
11.0,48,160,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:24:43 UTC
11.0,47,165,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:24:48 UTC
11.0,45,170,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:24:53 UTC
11.0,44,175,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:24:58 UTC
11.0,43,180,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:25:03 UTC
11.0,41,185,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:25:08 UTC
11.0,40,190,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:25:13 UTC
11.0,40,195,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:25:18 UTC
11.0,38,200,0.0,0.0,1.0,eyJhbGciOiJub25lIn0.eyJpYXQiOjE2OTE3NTI3MTAsImp0aSI6IjEzOWYwYzlhLWZiZGEtNGY4MS1hZjAwLWQwYzEwNDExYTI1OSJ9.,2023-08-11 11:25:23 UTC
